Date,Product_ID,Product_Name,Category,Units_Sold,Revenue,Stock_Level
2024-09-30,P001,Winter Coat,Clothing,1,100,28
2024-09-30,P002,T-Shirt,Clothing,4,100,155
2024-09-30,P003,Chocolate Box,Food,14,280,109
2024-09-30,P004,LED TV,Electronics,13,5200,56
2024-09-30,P005,Notebook Pack,Stationery,25,125,26
2024-09-30,P006,Rain Jacket,Clothing,3,180,121
2024-09-30,P007,Coffee Maker,Home Appliances,15,1200,6
2024-10-01,P001,Winter Coat,Clothing,2,200,148
2024-10-01,P002,T-Shirt,Clothing,5,125,77
2024-10-01,P003,Chocolate Box,Food,7,140,180
2024-10-01,P004,LED TV,Electronics,23,9200,161
2024-10-01,P005,Notebook Pack,Stationery,3,15,120
2024-10-01,P006,Rain Jacket,Clothing,1,60,5
2024-10-01,P007,Coffee Maker,Home Appliances,13,1040,131
2024-10-02,P001,Winter Coat,Clothing,1,100,150
2024-10-02,P002,T-Shirt,Clothing,15,375,105
2024-10-02,P003,Chocolate Box,Food,18,360,55
2024-10-02,P004,LED TV,Electronics,17,6800,149
2024-10-02,P005,Notebook Pack,Stationery,4,20,62
2024-10-02,P006,Rain Jacket,Clothing,2,120,91
2024-10-02,P007,Coffee Maker,Home Appliances,12,960,33
2024-10-03,P001,Winter Coat,Clothing,1,100,103
2024-10-03,P002,T-Shirt,Clothing,9,225,49
2024-10-03,P003,Chocolate Box,Food,15,300,194
2024-10-03,P004,LED TV,Electronics,16,6400,153
2024-10-03,P005,Notebook Pack,Stationery,10,50,118
2024-10-03,P006,Rain Jacket,Clothing,2,120,59
2024-10-03,P007,Coffee Maker,Home Appliances,10,800,188
2024-10-04,P001,Winter Coat,Clothing,4,400,194
2024-10-04,P002,T-Shirt,Clothing,6,150,188
2024-10-04,P003,Chocolate Box,Food,10,200,55
2024-10-04,P004,LED TV,Electronics,9,3600,163
2024-10-04,P005,Notebook Pack,Stationery,7,35,130
2024-10-04,P006,Rain Jacket,Clothing,1,60,44
2024-10-04,P007,Coffee Maker,Home Appliances,18,1440,193
2024-10-05,P001,Winter Coat,Clothing,3,300,94
2024-10-05,P002,T-Shirt,Clothing,20,500,126
2024-10-05,P003,Chocolate Box,Food,8,160,129
2024-10-05,P004,LED TV,Electronics,19,7600,58
2024-10-05,P005,Notebook Pack,Stationery,19,95,35
2024-10-05,P006,Rain Jacket,Clothing,2,120,98
2024-10-05,P007,Coffee Maker,Home Appliances,6,480,98
2024-10-06,P001,Winter Coat,Clothing,4,400,164
2024-10-06,P002,T-Shirt,Clothing,23,575,147
2024-10-06,P003,Chocolate Box,Food,17,340,144
2024-10-06,P004,LED TV,Electronics,11,4400,125
2024-10-06,P005,Notebook Pack,Stationery,12,60,61
2024-10-06,P006,Rain Jacket,Clothing,2,120,105
2024-10-06,P007,Coffee Maker,Home Appliances,11,880,171
2024-10-07,P001,Winter Coat,Clothing,2,200,25
2024-10-07,P002,T-Shirt,Clothing,8,200,65
2024-10-07,P003,Chocolate Box,Food,9,180,84
2024-10-07,P004,LED TV,Electronics,3,1200,118
2024-10-07,P005,Notebook Pack,Stationery,8,40,132
2024-10-07,P006,Rain Jacket,Clothing,1,60,115
2024-10-07,P007,Coffee Maker,Home Appliances,2,160,169
2024-10-08,P001,Winter Coat,Clothing,3,300,158
2024-10-08,P002,T-Shirt,Clothing,17,425,167
2024-10-08,P003,Chocolate Box,Food,5,100,7
2024-10-08,P004,LED TV,Electronics,17,6800,130
2024-10-08,P005,Notebook Pack,Stationery,7,35,82
2024-10-08,P006,Rain Jacket,Clothing,4,240,143
2024-10-08,P007,Coffee Maker,Home Appliances,2,160,129
2024-10-09,P001,Winter Coat,Clothing,4,400,84
2024-10-09,P002,T-Shirt,Clothing,14,350,85
2024-10-09,P003,Chocolate Box,Food,20,400,68
2024-10-09,P004,LED TV,Electronics,10,4000,6
2024-10-09,P005,Notebook Pack,Stationery,18,90,149
2024-10-09,P006,Rain Jacket,Clothing,3,180,40
2024-10-09,P007,Coffee Maker,Home Appliances,17,1360,57
2024-10-10,P001,Winter Coat,Clothing,1,100,106
2024-10-10,P002,T-Shirt,Clothing,24,600,120
2024-10-10,P003,Chocolate Box,Food,9,180,17
2024-10-10,P004,LED TV,Electronics,4,1600,85
2024-10-10,P005,Notebook Pack,Stationery,20,100,8
2024-10-10,P006,Rain Jacket,Clothing,2,120,130
2024-10-10,P007,Coffee Maker,Home Appliances,22,1760,34
2024-10-11,P001,Winter Coat,Clothing,3,300,20
2024-10-11,P002,T-Shirt,Clothing,5,125,125
2024-10-11,P003,Chocolate Box,Food,7,140,75
2024-10-11,P004,LED TV,Electronics,2,800,178
2024-10-11,P005,Notebook Pack,Stationery,2,10,158
2024-10-11,P006,Rain Jacket,Clothing,1,60,177
2024-10-11,P007,Coffee Maker,Home Appliances,15,1200,55
2024-10-12,P001,Winter Coat,Clothing,1,100,48
2024-10-12,P002,T-Shirt,Clothing,3,75,104
2024-10-12,P003,Chocolate Box,Food,17,340,20
2024-10-12,P004,LED TV,Electronics,2,800,69
2024-10-12,P005,Notebook Pack,Stationery,23,115,178
2024-10-12,P006,Rain Jacket,Clothing,2,120,16
2024-10-12,P007,Coffee Maker,Home Appliances,11,880,51
2024-10-13,P001,Winter Coat,Clothing,3,300,55
2024-10-13,P002,T-Shirt,Clothing,2,50,65
2024-10-13,P003,Chocolate Box,Food,8,160,89
2024-10-13,P004,LED TV,Electronics,8,3200,136
2024-10-13,P005,Notebook Pack,Stationery,16,80,10
2024-10-13,P006,Rain Jacket,Clothing,4,240,64
2024-10-13,P007,Coffee Maker,Home Appliances,9,720,167
2024-10-14,P001,Winter Coat,Clothing,3,300,76
2024-10-14,P002,T-Shirt,Clothing,22,550,34
2024-10-14,P003,Chocolate Box,Food,15,300,179
2024-10-14,P004,LED TV,Electronics,8,3200,162
2024-10-14,P005,Notebook Pack,Stationery,13,65,163
2024-10-14,P006,Rain Jacket,Clothing,5,300,104
2024-10-14,P007,Coffee Maker,Home Appliances,18,1440,91
2024-10-15,P001,Winter Coat,Clothing,4,400,67
2024-10-15,P002,T-Shirt,Clothing,10,250,17
2024-10-15,P003,Chocolate Box,Food,10,200,198
2024-10-15,P004,LED TV,Electronics,9,3600,45
2024-10-15,P005,Notebook Pack,Stationery,21,105,18
2024-10-15,P006,Rain Jacket,Clothing,2,120,82
2024-10-15,P007,Coffee Maker,Home Appliances,18,1440,63
2024-10-16,P001,Winter Coat,Clothing,5,500,134
2024-10-16,P002,T-Shirt,Clothing,22,550,133
2024-10-16,P003,Chocolate Box,Food,15,300,179
2024-10-16,P004,LED TV,Electronics,19,7600,37
2024-10-16,P005,Notebook Pack,Stationery,21,105,195
2024-10-16,P006,Rain Jacket,Clothing,1,60,64
2024-10-16,P007,Coffee Maker,Home Appliances,20,1600,20
2024-10-17,P001,Winter Coat,Clothing,3,300,104
2024-10-17,P002,T-Shirt,Clothing,14,350,157
2024-10-17,P003,Chocolate Box,Food,12,240,146
2024-10-17,P004,LED TV,Electronics,5,2000,173
2024-10-17,P005,Notebook Pack,Stationery,8,40,154
2024-10-17,P006,Rain Jacket,Clothing,4,240,65
2024-10-17,P007,Coffee Maker,Home Appliances,14,1120,95
2024-10-18,P001,Winter Coat,Clothing,2,200,29
2024-10-18,P002,T-Shirt,Clothing,25,625,84
2024-10-18,P003,Chocolate Box,Food,7,140,61
2024-10-18,P004,LED TV,Electronics,7,2800,165
2024-10-18,P005,Notebook Pack,Stationery,20,100,19
2024-10-18,P006,Rain Jacket,Clothing,1,60,132
2024-10-18,P007,Coffee Maker,Home Appliances,13,1040,11
2024-10-19,P001,Winter Coat,Clothing,4,400,155
2024-10-19,P002,T-Shirt,Clothing,19,475,49
2024-10-19,P003,Chocolate Box,Food,15,300,44
2024-10-19,P004,LED TV,Electronics,14,5600,100
2024-10-19,P005,Notebook Pack,Stationery,5,25,197
2024-10-19,P006,Rain Jacket,Clothing,4,240,191
2024-10-19,P007,Coffee Maker,Home Appliances,15,1200,34
2024-10-20,P001,Winter Coat,Clothing,1,100,69
2024-10-20,P002,T-Shirt,Clothing,10,250,181
2024-10-20,P003,Chocolate Box,Food,5,100,55
2024-10-20,P004,LED TV,Electronics,14,5600,162
2024-10-20,P005,Notebook Pack,Stationery,12,60,106
2024-10-20,P006,Rain Jacket,Clothing,2,120,135
2024-10-20,P007,Coffee Maker,Home Appliances,22,1760,80
2024-10-21,P001,Winter Coat,Clothing,0,0,8
2024-10-21,P002,T-Shirt,Clothing,20,500,71
2024-10-21,P003,Chocolate Box,Food,8,160,46
2024-10-21,P004,LED TV,Electronics,20,8000,157
2024-10-21,P005,Notebook Pack,Stationery,21,105,190
2024-10-21,P006,Rain Jacket,Clothing,5,300,89
2024-10-21,P007,Coffee Maker,Home Appliances,7,560,17
2024-10-22,P001,Winter Coat,Clothing,0,0,64
2024-10-22,P002,T-Shirt,Clothing,22,550,33
2024-10-22,P003,Chocolate Box,Food,18,360,139
2024-10-22,P004,LED TV,Electronics,16,6400,129
2024-10-22,P005,Notebook Pack,Stationery,18,90,157
2024-10-22,P006,Rain Jacket,Clothing,1,60,16
2024-10-22,P007,Coffee Maker,Home Appliances,25,2000,45
2024-10-23,P001,Winter Coat,Clothing,4,400,85
2024-10-23,P002,T-Shirt,Clothing,3,75,110
2024-10-23,P003,Chocolate Box,Food,19,380,108
2024-10-23,P004,LED TV,Electronics,11,4400,46
2024-10-23,P005,Notebook Pack,Stationery,20,100,161
2024-10-23,P006,Rain Jacket,Clothing,5,300,118
2024-10-23,P007,Coffee Maker,Home Appliances,5,400,165
2024-10-24,P001,Winter Coat,Clothing,5,500,101
2024-10-24,P002,T-Shirt,Clothing,21,525,58
2024-10-24,P003,Chocolate Box,Food,20,400,29
2024-10-24,P004,LED TV,Electronics,16,6400,77
2024-10-24,P005,Notebook Pack,Stationery,18,90,200
2024-10-24,P006,Rain Jacket,Clothing,5,300,160
2024-10-24,P007,Coffee Maker,Home Appliances,17,1360,171
2024-10-25,P001,Winter Coat,Clothing,3,300,188
2024-10-25,P002,T-Shirt,Clothing,12,300,88
2024-10-25,P003,Chocolate Box,Food,18,360,186
2024-10-25,P004,LED TV,Electronics,10,4000,108
2024-10-25,P005,Notebook Pack,Stationery,7,35,188
2024-10-25,P006,Rain Jacket,Clothing,2,120,169
2024-10-25,P007,Coffee Maker,Home Appliances,14,1120,138
2024-10-26,P001,Winter Coat,Clothing,2,200,102
2024-10-26,P002,T-Shirt,Clothing,23,575,87
2024-10-26,P003,Chocolate Box,Food,14,280,97
2024-10-26,P004,LED TV,Electronics,12,4800,153
2024-10-26,P005,Notebook Pack,Stationery,5,25,99
2024-10-26,P006,Rain Jacket,Clothing,5,300,150
2024-10-26,P007,Coffee Maker,Home Appliances,23,1840,40
2024-10-27,P001,Winter Coat,Clothing,3,300,137
2024-10-27,P002,T-Shirt,Clothing,11,275,14
2024-10-27,P003,Chocolate Box,Food,11,220,66
2024-10-27,P004,LED TV,Electronics,14,5600,162
2024-10-27,P005,Notebook Pack,Stationery,6,30,37
2024-10-27,P006,Rain Jacket,Clothing,4,240,135
2024-10-27,P007,Coffee Maker,Home Appliances,3,240,142
2024-10-28,P001,Winter Coat,Clothing,1,100,10
2024-10-28,P002,T-Shirt,Clothing,7,175,92
2024-10-28,P003,Chocolate Box,Food,9,180,84
2024-10-28,P004,LED TV,Electronics,17,6800,29
2024-10-28,P005,Notebook Pack,Stationery,3,15,78
2024-10-28,P006,Rain Jacket,Clothing,2,120,64
2024-10-28,P007,Coffee Maker,Home Appliances,18,1440,5
2024-10-29,P001,Winter Coat,Clothing,3,300,18
2024-10-29,P002,T-Shirt,Clothing,8,200,124
2024-10-29,P003,Chocolate Box,Food,19,380,112
2024-10-29,P004,LED TV,Electronics,10,4000,54
2024-10-29,P005,Notebook Pack,Stationery,13,65,83
2024-10-29,P006,Rain Jacket,Clothing,5,300,163
2024-10-29,P007,Coffee Maker,Home Appliances,11,880,107
2024-10-30,P001,Winter Coat,Clothing,1,100,142
2024-10-30,P002,T-Shirt,Clothing,16,400,62
2024-10-30,P003,Chocolate Box,Food,12,240,137
2024-10-30,P004,LED TV,Electronics,4,1600,176
2024-10-30,P005,Notebook Pack,Stationery,15,75,52
2024-10-30,P006,Rain Jacket,Clothing,2,120,157
2024-10-30,P007,Coffee Maker,Home Appliances,14,1120,175
2024-10-31,P001,Winter Coat,Clothing,4,400,22
2024-10-31,P002,T-Shirt,Clothing,9,225,81
2024-10-31,P003,Chocolate Box,Food,11,220,12
2024-10-31,P004,LED TV,Electronics,21,8400,86
2024-10-31,P005,Notebook Pack,Stationery,22,110,65
2024-10-31,P006,Rain Jacket,Clothing,1,60,81
2024-10-31,P007,Coffee Maker,Home Appliances,11,880,125
2024-11-01,P001,Winter Coat,Clothing,39,3900,153
2024-11-01,P002,T-Shirt,Clothing,25,625,13
2024-11-01,P003,Chocolate Box,Food,13,260,150
2024-11-01,P004,LED TV,Electronics,22,8800,75
2024-11-01,P005,Notebook Pack,Stationery,21,105,100
2024-11-01,P006,Rain Jacket,Clothing,1,60,134
2024-11-01,P007,Coffee Maker,Home Appliances,20,1600,91
2024-11-02,P001,Winter Coat,Clothing,26,2600,27
2024-11-02,P002,T-Shirt,Clothing,23,575,108
2024-11-02,P003,Chocolate Box,Food,15,300,145
2024-11-02,P004,LED TV,Electronics,18,7200,185
2024-11-02,P005,Notebook Pack,Stationery,9,45,182
2024-11-02,P006,Rain Jacket,Clothing,3,180,41
2024-11-02,P007,Coffee Maker,Home Appliances,13,1040,41
2024-11-03,P001,Winter Coat,Clothing,39,3900,14
2024-11-03,P002,T-Shirt,Clothing,8,200,187
2024-11-03,P003,Chocolate Box,Food,20,400,60
2024-11-03,P004,LED TV,Electronics,2,800,73
2024-11-03,P005,Notebook Pack,Stationery,15,75,60
2024-11-03,P006,Rain Jacket,Clothing,2,120,52
2024-11-03,P007,Coffee Maker,Home Appliances,22,1760,107
2024-11-04,P001,Winter Coat,Clothing,39,3900,120
2024-11-04,P002,T-Shirt,Clothing,3,75,169
2024-11-04,P003,Chocolate Box,Food,6,120,116
2024-11-04,P004,LED TV,Electronics,13,5200,124
2024-11-04,P005,Notebook Pack,Stationery,4,20,171
2024-11-04,P006,Rain Jacket,Clothing,5,300,123
2024-11-04,P007,Coffee Maker,Home Appliances,9,720,93
2024-11-05,P001,Winter Coat,Clothing,50,5000,142
2024-11-05,P002,T-Shirt,Clothing,8,200,196
2024-11-05,P003,Chocolate Box,Food,19,380,88
2024-11-05,P004,LED TV,Electronics,11,4400,8
2024-11-05,P005,Notebook Pack,Stationery,10,50,108
2024-11-05,P006,Rain Jacket,Clothing,1,60,169
2024-11-05,P007,Coffee Maker,Home Appliances,9,720,12
2024-11-06,P001,Winter Coat,Clothing,41,4100,158
2024-11-06,P002,T-Shirt,Clothing,8,200,91
2024-11-06,P003,Chocolate Box,Food,10,200,127
2024-11-06,P004,LED TV,Electronics,15,6000,104
2024-11-06,P005,Notebook Pack,Stationery,20,100,40
2024-11-06,P006,Rain Jacket,Clothing,4,240,28
2024-11-06,P007,Coffee Maker,Home Appliances,9,720,19
2024-11-07,P001,Winter Coat,Clothing,39,3900,91
2024-11-07,P002,T-Shirt,Clothing,13,325,60
2024-11-07,P003,Chocolate Box,Food,14,280,73
2024-11-07,P004,LED TV,Electronics,11,4400,82
2024-11-07,P005,Notebook Pack,Stationery,6,30,133
2024-11-07,P006,Rain Jacket,Clothing,3,180,60
2024-11-07,P007,Coffee Maker,Home Appliances,3,240,93
2024-11-08,P001,Winter Coat,Clothing,38,3800,97
2024-11-08,P002,T-Shirt,Clothing,22,550,127
2024-11-08,P003,Chocolate Box,Food,8,160,169
2024-11-08,P004,LED TV,Electronics,20,8000,171
2024-11-08,P005,Notebook Pack,Stationery,2,10,139
2024-11-08,P006,Rain Jacket,Clothing,2,120,116
2024-11-08,P007,Coffee Maker,Home Appliances,11,880,172
2024-11-09,P001,Winter Coat,Clothing,30,3000,51
2024-11-09,P002,T-Shirt,Clothing,14,350,100
2024-11-09,P003,Chocolate Box,Food,15,300,105
2024-11-09,P004,LED TV,Electronics,13,5200,8
2024-11-09,P005,Notebook Pack,Stationery,13,65,20
2024-11-09,P006,Rain Jacket,Clothing,2,120,18
2024-11-09,P007,Coffee Maker,Home Appliances,9,720,166
2024-11-10,P001,Winter Coat,Clothing,32,3200,65
2024-11-10,P002,T-Shirt,Clothing,25,625,15
2024-11-10,P003,Chocolate Box,Food,16,320,83
2024-11-10,P004,LED TV,Electronics,18,7200,38
2024-11-10,P005,Notebook Pack,Stationery,3,15,153
2024-11-10,P006,Rain Jacket,Clothing,3,180,39
2024-11-10,P007,Coffee Maker,Home Appliances,20,1600,65
2024-11-11,P001,Winter Coat,Clothing,23,2300,35
2024-11-11,P002,T-Shirt,Clothing,21,525,105
2024-11-11,P003,Chocolate Box,Food,13,260,142
2024-11-11,P004,LED TV,Electronics,17,6800,120
2024-11-11,P005,Notebook Pack,Stationery,4,20,27
2024-11-11,P006,Rain Jacket,Clothing,5,300,184
2024-11-11,P007,Coffee Maker,Home Appliances,15,1200,171
2024-11-12,P001,Winter Coat,Clothing,48,4800,141
2024-11-12,P002,T-Shirt,Clothing,15,375,19
2024-11-12,P003,Chocolate Box,Food,17,340,160
2024-11-12,P004,LED TV,Electronics,23,9200,147
2024-11-12,P005,Notebook Pack,Stationery,14,70,168
2024-11-12,P006,Rain Jacket,Clothing,5,300,193
2024-11-12,P007,Coffee Maker,Home Appliances,4,320,131
2024-11-13,P001,Winter Coat,Clothing,27,2700,82
2024-11-13,P002,T-Shirt,Clothing,2,50,33
2024-11-13,P003,Chocolate Box,Food,7,140,173
2024-11-13,P004,LED TV,Electronics,21,8400,160
2024-11-13,P005,Notebook Pack,Stationery,14,70,196
2024-11-13,P006,Rain Jacket,Clothing,5,300,114
2024-11-13,P007,Coffee Maker,Home Appliances,23,1840,153
2024-11-14,P001,Winter Coat,Clothing,33,3300,122
2024-11-14,P002,T-Shirt,Clothing,13,325,70
2024-11-14,P003,Chocolate Box,Food,19,380,124
2024-11-14,P004,LED TV,Electronics,18,7200,166
2024-11-14,P005,Notebook Pack,Stationery,13,65,197
2024-11-14,P006,Rain Jacket,Clothing,4,240,38
2024-11-14,P007,Coffee Maker,Home Appliances,18,1440,22
2024-11-15,P001,Winter Coat,Clothing,30,3000,62
2024-11-15,P002,T-Shirt,Clothing,10,250,91
2024-11-15,P003,Chocolate Box,Food,7,140,182
2024-11-15,P004,LED TV,Electronics,13,5200,34
2024-11-15,P005,Notebook Pack,Stationery,8,40,200
2024-11-15,P006,Rain Jacket,Clothing,5,300,158
2024-11-15,P007,Coffee Maker,Home Appliances,2,160,65
2024-11-16,P001,Winter Coat,Clothing,23,2300,125
2024-11-16,P002,T-Shirt,Clothing,3,75,194
2024-11-16,P003,Chocolate Box,Food,12,240,30
2024-11-16,P004,LED TV,Electronics,12,4800,175
2024-11-16,P005,Notebook Pack,Stationery,2,10,92
2024-11-16,P006,Rain Jacket,Clothing,2,120,133
2024-11-16,P007,Coffee Maker,Home Appliances,12,960,13
2024-11-17,P001,Winter Coat,Clothing,34,3400,170
2024-11-17,P002,T-Shirt,Clothing,5,125,174
2024-11-17,P003,Chocolate Box,Food,18,360,63
2024-11-17,P004,LED TV,Electronics,9,3600,153
2024-11-17,P005,Notebook Pack,Stationery,10,50,134
2024-11-17,P006,Rain Jacket,Clothing,4,240,172
2024-11-17,P007,Coffee Maker,Home Appliances,15,1200,37
2024-11-18,P001,Winter Coat,Clothing,24,2400,26
2024-11-18,P002,T-Shirt,Clothing,7,175,138
2024-11-18,P003,Chocolate Box,Food,20,400,12
2024-11-18,P004,LED TV,Electronics,22,8800,182
2024-11-18,P005,Notebook Pack,Stationery,17,85,18
2024-11-18,P006,Rain Jacket,Clothing,3,180,152
2024-11-18,P007,Coffee Maker,Home Appliances,21,1680,47
2024-11-19,P001,Winter Coat,Clothing,30,3000,177
2024-11-19,P002,T-Shirt,Clothing,17,425,131
2024-11-19,P003,Chocolate Box,Food,19,380,7
2024-11-19,P004,LED TV,Electronics,17,6800,23
2024-11-19,P005,Notebook Pack,Stationery,4,20,177
2024-11-19,P006,Rain Jacket,Clothing,3,180,158
2024-11-19,P007,Coffee Maker,Home Appliances,20,1600,98
2024-11-20,P001,Winter Coat,Clothing,26,2600,172
2024-11-20,P002,T-Shirt,Clothing,8,200,156
2024-11-20,P003,Chocolate Box,Food,20,400,68
2024-11-20,P004,LED TV,Electronics,9,3600,65
2024-11-20,P005,Notebook Pack,Stationery,16,80,100
2024-11-20,P006,Rain Jacket,Clothing,3,180,122
2024-11-20,P007,Coffee Maker,Home Appliances,11,880,107
2024-11-21,P001,Winter Coat,Clothing,24,2400,146
2024-11-21,P002,T-Shirt,Clothing,23,575,159
2024-11-21,P003,Chocolate Box,Food,13,260,130
2024-11-21,P004,LED TV,Electronics,13,5200,193
2024-11-21,P005,Notebook Pack,Stationery,25,125,21
2024-11-21,P006,Rain Jacket,Clothing,1,60,37
2024-11-21,P007,Coffee Maker,Home Appliances,3,240,58
2024-11-22,P001,Winter Coat,Clothing,45,4500,127
2024-11-22,P002,T-Shirt,Clothing,3,75,60
2024-11-22,P003,Chocolate Box,Food,14,280,82
2024-11-22,P004,LED TV,Electronics,12,4800,149
2024-11-22,P005,Notebook Pack,Stationery,6,30,35
2024-11-22,P006,Rain Jacket,Clothing,2,120,160
2024-11-22,P007,Coffee Maker,Home Appliances,22,1760,148
2024-11-23,P001,Winter Coat,Clothing,41,4100,182
2024-11-23,P002,T-Shirt,Clothing,6,150,63
2024-11-23,P003,Chocolate Box,Food,9,180,156
2024-11-23,P004,LED TV,Electronics,4,1600,123
2024-11-23,P005,Notebook Pack,Stationery,8,40,99
2024-11-23,P006,Rain Jacket,Clothing,2,120,74
2024-11-23,P007,Coffee Maker,Home Appliances,22,1760,117
2024-11-24,P001,Winter Coat,Clothing,29,2900,186
2024-11-24,P002,T-Shirt,Clothing,8,200,94
2024-11-24,P003,Chocolate Box,Food,12,240,51
2024-11-24,P004,LED TV,Electronics,8,3200,87
2024-11-24,P005,Notebook Pack,Stationery,7,35,35
2024-11-24,P006,Rain Jacket,Clothing,4,240,184
2024-11-24,P007,Coffee Maker,Home Appliances,23,1840,69
2024-11-25,P001,Winter Coat,Clothing,28,2800,70
2024-11-25,P002,T-Shirt,Clothing,17,425,121
2024-11-25,P003,Chocolate Box,Food,9,180,122
2024-11-25,P004,LED TV,Electronics,23,9200,125
2024-11-25,P005,Notebook Pack,Stationery,3,15,27
2024-11-25,P006,Rain Jacket,Clothing,1,60,183
2024-11-25,P007,Coffee Maker,Home Appliances,21,1680,130
2024-11-26,P001,Winter Coat,Clothing,39,3900,55
2024-11-26,P002,T-Shirt,Clothing,8,200,109
2024-11-26,P003,Chocolate Box,Food,7,140,150
2024-11-26,P004,LED TV,Electronics,20,8000,31
2024-11-26,P005,Notebook Pack,Stationery,10,50,33
2024-11-26,P006,Rain Jacket,Clothing,4,240,122
2024-11-26,P007,Coffee Maker,Home Appliances,22,1760,162
2024-11-27,P001,Winter Coat,Clothing,42,4200,130
2024-11-27,P002,T-Shirt,Clothing,9,225,129
2024-11-27,P003,Chocolate Box,Food,15,300,104
2024-11-27,P004,LED TV,Electronics,25,10000,138
2024-11-27,P005,Notebook Pack,Stationery,4,20,49
2024-11-27,P006,Rain Jacket,Clothing,1,60,70
2024-11-27,P007,Coffee Maker,Home Appliances,2,160,9
2024-11-28,P001,Winter Coat,Clothing,45,4500,138
2024-11-28,P002,T-Shirt,Clothing,25,625,87
2024-11-28,P003,Chocolate Box,Food,9,180,80
2024-11-28,P004,LED TV,Electronics,3,1200,190
2024-11-28,P005,Notebook Pack,Stationery,21,105,110
2024-11-28,P006,Rain Jacket,Clothing,4,240,112
2024-11-28,P007,Coffee Maker,Home Appliances,4,320,116
2024-11-29,P001,Winter Coat,Clothing,42,4200,176
2024-11-29,P002,T-Shirt,Clothing,16,400,59
2024-11-29,P003,Chocolate Box,Food,5,100,133
2024-11-29,P004,LED TV,Electronics,14,5600,164
2024-11-29,P005,Notebook Pack,Stationery,19,95,75
2024-11-29,P006,Rain Jacket,Clothing,3,180,5
2024-11-29,P007,Coffee Maker,Home Appliances,9,720,135
2024-11-30,P001,Winter Coat,Clothing,44,4400,74
2024-11-30,P002,T-Shirt,Clothing,6,150,92
2024-11-30,P003,Chocolate Box,Food,16,320,102
2024-11-30,P004,LED TV,Electronics,2,800,15
2024-11-30,P005,Notebook Pack,Stationery,2,10,30
2024-11-30,P006,Rain Jacket,Clothing,2,120,61
2024-11-30,P007,Coffee Maker,Home Appliances,9,720,72
2024-12-01,P001,Winter Coat,Clothing,49,4900,103
2024-12-01,P002,T-Shirt,Clothing,6,150,68
2024-12-01,P003,Chocolate Box,Food,24,480,108
2024-12-01,P004,LED TV,Electronics,23,9200,8
2024-12-01,P005,Notebook Pack,Stationery,6,30,73
2024-12-01,P006,Rain Jacket,Clothing,3,180,140
2024-12-01,P007,Coffee Maker,Home Appliances,18,1440,67
2024-12-02,P001,Winter Coat,Clothing,39,3900,105
2024-12-02,P002,T-Shirt,Clothing,14,350,170
2024-12-02,P003,Chocolate Box,Food,23,460,26
2024-12-02,P004,LED TV,Electronics,9,3600,25
2024-12-02,P005,Notebook Pack,Stationery,21,105,175
2024-12-02,P006,Rain Jacket,Clothing,4,240,128
2024-12-02,P007,Coffee Maker,Home Appliances,20,1600,130
2024-12-03,P001,Winter Coat,Clothing,47,4700,77
2024-12-03,P002,T-Shirt,Clothing,13,325,141
2024-12-03,P003,Chocolate Box,Food,40,800,199
2024-12-03,P004,LED TV,Electronics,10,4000,61
2024-12-03,P005,Notebook Pack,Stationery,23,115,106
2024-12-03,P006,Rain Jacket,Clothing,1,60,99
2024-12-03,P007,Coffee Maker,Home Appliances,20,1600,65
2024-12-04,P001,Winter Coat,Clothing,38,3800,25
2024-12-04,P002,T-Shirt,Clothing,7,175,113
2024-12-04,P003,Chocolate Box,Food,33,660,80
2024-12-04,P004,LED TV,Electronics,20,8000,25
2024-12-04,P005,Notebook Pack,Stationery,16,80,193
2024-12-04,P006,Rain Jacket,Clothing,4,240,169
2024-12-04,P007,Coffee Maker,Home Appliances,8,640,26
2024-12-05,P001,Winter Coat,Clothing,35,3500,18
2024-12-05,P002,T-Shirt,Clothing,10,250,41
2024-12-05,P003,Chocolate Box,Food,50,1000,114
2024-12-05,P004,LED TV,Electronics,2,800,186
2024-12-05,P005,Notebook Pack,Stationery,5,25,168
2024-12-05,P006,Rain Jacket,Clothing,1,60,186
2024-12-05,P007,Coffee Maker,Home Appliances,19,1520,93
2024-12-06,P001,Winter Coat,Clothing,49,4900,22
2024-12-06,P002,T-Shirt,Clothing,22,550,155
2024-12-06,P003,Chocolate Box,Food,32,640,128
2024-12-06,P004,LED TV,Electronics,17,6800,137
2024-12-06,P005,Notebook Pack,Stationery,8,40,197
2024-12-06,P006,Rain Jacket,Clothing,4,240,30
2024-12-06,P007,Coffee Maker,Home Appliances,18,1440,11
2024-12-07,P001,Winter Coat,Clothing,22,2200,85
2024-12-07,P002,T-Shirt,Clothing,24,600,81
2024-12-07,P003,Chocolate Box,Food,44,880,112
2024-12-07,P004,LED TV,Electronics,11,4400,109
2024-12-07,P005,Notebook Pack,Stationery,24,120,63
2024-12-07,P006,Rain Jacket,Clothing,1,60,54
2024-12-07,P007,Coffee Maker,Home Appliances,12,960,89
2024-12-08,P001,Winter Coat,Clothing,32,3200,33
2024-12-08,P002,T-Shirt,Clothing,8,200,103
2024-12-08,P003,Chocolate Box,Food,41,820,61
2024-12-08,P004,LED TV,Electronics,9,3600,184
2024-12-08,P005,Notebook Pack,Stationery,21,105,92
